,ARO Accession,Model Name,ARO Name,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,Protein Accession,DNA Accession
983,ARO:3006915,CfiA23,CfiA23,CfiA beta-lactamase,carbapenem,antibiotic inactivation,CfiA23,AAA22904.1,M63556.1
984,ARO:3006916,CfiA24,CfiA24,CfiA beta-lactamase,carbapenem,antibiotic inactivation,CfiA24,AAA22904.1,M63556.1
985,ARO:3006917,CfiA26,CfiA26,CfiA beta-lactamase,carbapenem,antibiotic inactivation,CfiA26,AAA22904.1,M63556.1
986,ARO:3006918,CfiA27,CfiA27,CfiA beta-lactamase,carbapenem,antibiotic inactivation,CfiA27,AAA22904.1,M63556.1
987,ARO:3009098,CfiA28,CfiA28,CfiA beta-lactamase,carbapenem,antibiotic inactivation,CfiA28,AAA22904.1,M63556.1
988,ARO:3009099,CfiA29,CfiA29,CfiA beta-lactamase,carbapenem,antibiotic inactivation,CfiA29,AAA22904.1,M63556.1
989,ARO:3009100,CfiA30,CfiA30,CfiA beta-lactamase,carbapenem,antibiotic inactivation,CfiA30,AAA22904.1,M63556.1
990,ARO:3009101,CfiA31,CfiA31,CfiA beta-lactamase,carbapenem,antibiotic inactivation,CfiA31,AAA22904.1,M63556.1
991,ARO:3006919,CfiA4,CfiA4,CfiA beta-lactamase,carbapenem,antibiotic inactivation,CfiA4,AAA22904.1,M63556.1
992,ARO:3006920,CfiA8,CfiA8,CfiA beta-lactamase,carbapenem,antibiotic inactivation,CfiA8,AAA22904.1,M63556.1
993,ARO:3006921,CfiA9,CfiA9,CfiA beta-lactamase,carbapenem,antibiotic inactivation,CfiA9,AAA22904.1,M63556.1
994,ARO:3003441,cfrA,cfrA,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,cfrA,CAL64019.1,AM408573.1
995,ARO:3004649,cfr(B),cfr(B),Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;streptogramin antibiotic,antibiotic target alteration,cfr(B),CAL64019.1,AM408573.1
996,ARO:3004146,cfrC,cfrC,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;streptogramin antibiotic,antibiotic target alteration,cfrC,CAL64019.1,AM408573.1
997,ARO:3005021,cfr(D),cfr(D),Cfr 23S ribosomal RNA methyltransferase,glycopeptide antibiotic;lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;streptogramin antibiotic,antibiotic target alteration,cfr(D),CAL64019.1,AM408573.1
998,ARO:3005023,cfrE,cfrE,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic,antibiotic target alteration,cfrE,CAL64019.1,AM408573.1
999,ARO:3003001,CfxA,CfxA,CfxA beta-lactamase,cephalosporin,antibiotic inactivation,CfxA,AAB17891.1,U38243.1
1000,ARO:3003002,CfxA2,CfxA2,CfxA beta-lactamase,cephalosporin,antibiotic inactivation,CfxA2,AAB17891.1,U38243.1
1001,ARO:3003003,CfxA3,CfxA3,CfxA beta-lactamase,cephalosporin,antibiotic inactivation,CfxA3,AAB17891.1,U38243.1
1002,ARO:3003005,CfxA4,CfxA4,CfxA beta-lactamase,cephalosporin,antibiotic inactivation,CfxA4,AAB17891.1,U38243.1
1003,ARO:3003096,CfxA5,CfxA5,CfxA beta-lactamase,cephalosporin,antibiotic inactivation,CfxA5,AAB17891.1,U38243.1
1004,ARO:3003097,CfxA6,CfxA6,CfxA beta-lactamase,cephalosporin,antibiotic inactivation,CfxA6,AAB17891.1,U38243.1
1005,ARO:3004766,CGA-1,CGA-1,CGA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,CGA-1,AAL55262.1,AF339733.1
1006,ARO:3000841,CGB-1,CGB-1,CGB beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,CGB-1,ABS29619.1,EF672680.1
1007,ARO:3004174,Chlamydia trachomatis 23S rRNA with mutation conferring resistance to macrolide antibiotics,Chlamydia trachomatis 23S rRNA with mutation conferring resistance to macrolide antibiotics,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Ctra_23S_MAC,,NZ_CP015910.2
1008,ARO:3003785,Chlamydia trachomatis intrinsic murA conferring resistance to fosfomycin,Chlamydia trachomatis intrinsic murA conferring resistance to fosfomycin,antibiotic-resistant murA transferase,phosphonic acid antibiotic,antibiotic target alteration,Ctra_murA_FOF,AAC66824.2,AE000783.1
1009,ARO:3003978,Chlamydomonas reinhardtii 16S rRNA (rrnS) mutation conferring resistance to streptomycin,Chlamydomonas reinhardtii 16S rRNA (rrnS) mutation conferring resistance to streptomycin,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Crei_16rrnS_STR,,NR_044732.2
1010,ARO:3004132,Chlamydomonas reinhardtii 23S rRNA with mutation conferring resistance to erythromycin,Chlamydomonas reinhardtii 23S rRNA with mutation conferring resistance to erythromycin,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Crei_23S_ERY,,NZ_CP015910.2
1011,ARO:3003485,Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin,Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Cpsi_16S_SPT,,NR_044732.2
1012,ARO:3007855,CHM-1,CHM-1,CHM beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,CHM-1,QAT79363.1,MK401906.1
1013,ARO:3001302,chrB,chrB,non-erm 23S ribosomal RNA methyltransferase (G748),lincosamide antibiotic;macrolide antibiotic,antibiotic target alteration,chrB,AAS79458.1,AY509120.1
1014,ARO:3000579,Chryseobacterium meningosepticum BlaB,Chryseobacterium meningosepticum BlaB,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Cmen_BlaB,WP_029729112.1,NG_048691.1
1015,ARO:3004768,CIA-1,CIA-1,CIA beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,CIA-1,BAL40892.1,AB639753.1
1016,ARO:3004769,CIA-2,CIA-2,CIA beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,CIA-2,BAL40892.1,AB639753.1
1017,ARO:3004770,CIA-3,CIA-3,CIA beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,CIA-3,BAL40892.1,AB639753.1
1018,ARO:3004771,CIA-4,CIA-4,CIA beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,CIA-4,BAL40892.1,AB639753.1
1019,ARO:3007840,CIM-1,CIM-1,CIM beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,CIM-1,WP_123865086.1,NZ_CP033828.1
1020,ARO:3003907,cipA,cipA,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,cipA,CAL64019.1,AM408573.1
1021,ARO:3004773,CKO-1,CKO-1,CKO beta-lactamase,penicillin beta-lactam,antibiotic inactivation,CKO-1,AAL85333.1,AF477396.1
1022,ARO:3002814,clbA,clbA,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbA,CAL64019.1,AM408573.1
1023,ARO:3002815,clbB,clbB,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbB,CAL64019.1,AM408573.1
1024,ARO:3002816,clbC,clbC,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbC,CAL64019.1,AM408573.1
1025,ARO:3004599,clcD,clcD,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,clcD,CAL64019.1,AM408573.1
1026,ARO:3004654,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Cdif_23S_MULT,,NZ_CP015910.2
1027,ARO:3007637,Clostridioides difficile cplR,Clostridioides difficile cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,lincosamide antibiotic;nucleoside antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target protection,cplR,AAC32027.1,M80346.1
1028,ARO:3003357,Clostridioides difficile EF-Tu mutants conferring resistance to elfamycin,Clostridioides difficile EF-Tu mutants conferring resistance to elfamycin,elfamycin resistant EF-Tu,elfamycin antibiotic,antibiotic target alteration,Cdif_EFTu_ELF,AXU66539.1,CP012325.1
1029,ARO:3003995,Clostridioides difficile gyrA conferring resistance to fluoroquinolones,Clostridioides difficile gyrA conferring resistance to fluoroquinolones,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,Cdif_gyrA_FLO,AJF82744.1,CP010781.1
1030,ARO:3004562,Clostridioides difficile gyrB conferring resistance to fluoroquinolones,Clostridioides difficile gyrB conferring resistance to fluoroquinolones,fluoroquinolone resistant gyrB,aminocoumarin antibiotic;fluoroquinolone antibiotic,antibiotic target alteration,Cdif_gyrB_FLO,ADK13120.1,CP001666.1
1031,ARO:3004561,Clostridioides difficile murG with mutation conferring resistance to vancomycin,Clostridioides difficile murG with mutation conferring resistance to vancomycin,murG transferase,glycopeptide antibiotic,antibiotic target alteration,Cdif_murG_VAN,AAK80188.1,AE001437.1
1032,ARO:3007671,Clostridioides difficile nimB,Clostridioides difficile nimB,nitroimidazole reductase,nitroimidazole antibiotic,antibiotic inactivation,CdnimB,CBE03766.1,FN545816.1
1033,ARO:3004563,Clostridioides difficile rpoB with mutation conferring resistance to rifampicin,Clostridioides difficile rpoB with mutation conferring resistance to rifampicin,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),peptide antibiotic;rifamycin antibiotic,antibiotic target alteration;antibiotic target replacement,Cdif_rpoB_RIF,CAB11883.2,AL009126.3
1034,ARO:3004681,Clostridioides difficile rpoC with mutation conferring resistance to vancomycin,Clostridioides difficile rpoC with mutation conferring resistance to vancomycin,vancomycin-resistant beta prime subunit of RNA polymerase (rpoC),glycopeptide antibiotic,antibiotic target alteration,Cdif_rpoC_VAN,AJP09758.1,CP010905.2
1035,ARO:3002674,Clostridium butyricum catB,Clostridium butyricum catB,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation,Cbut_catB,AAA22081.1,M58472.1
1036,ARO:3003773,Clostridium perfringens mprF,Clostridium perfringens mprF,defensin resistant mprF,peptide antibiotic,antibiotic target alteration,Cper_mprF,CAX52582.1,AL009126.3
1037,ARO:3007644,Clostridium perfringes cplR,Clostridium perfringes cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target protection,Cper_cplR,AAC32027.1,M80346.1
1038,ARO:3007645,Clostridium sporogenes cplR,Clostridium sporogenes cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,lincosamide antibiotic;pleuromutilin antibiotic,antibiotic target protection,Cspo_cplR,AAC32027.1,M80346.1
1039,ARO:3006922,CMA-1,CMA-1,CMA beta-lactamase,cephalosporin,antibiotic inactivation,CMA-1,WP_032974004.1,NG_062222.1
1040,ARO:3006923,CMA-2,CMA-2,CMA beta-lactamase,cephalosporin,antibiotic inactivation,CMA-2,WP_032974004.1,NG_062222.1
1041,ARO:3004775,CME-1,CME-1,CME beta-lactamase,penicillin beta-lactam,antibiotic inactivation,CME-1,CAB55427.1,AJ006275.1
1042,ARO:3006155,CME-2,CME-2,CME beta-lactamase,penicillin beta-lactam,antibiotic inactivation,CME-2,CAB55427.1,AJ006275.1
1043,ARO:3008084,CME-3,CME-3,CME beta-lactamase,penicillin beta-lactam,antibiotic inactivation,CME-3,CAB55427.1,AJ006275.1
1044,ARO:3000783,cmeA,cmeA,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeA,WP_001985623.1,NC_010410.1
1045,ARO:3000784,cmeB,cmeB,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeB,WP_001985623.1,NC_010410.1
1046,ARO:3000785,cmeC,cmeC,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeC,WP_001985623.1,NC_010410.1
1047,ARO:3000526,cmeR,cmeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeR,WP_001985623.1,NC_010410.1
1048,ARO:3004777,CMH-1,CMH-1,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-1,AFI56422.1,JQ673557.1
1049,ARO:3008085,CMH-10,CMH-10,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-10,AFI56422.1,JQ673557.1
1050,ARO:3008086,CMH-11,CMH-11,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-11,AFI56422.1,JQ673557.1
1051,ARO:3008087,CMH-12,CMH-12,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-12,AFI56422.1,JQ673557.1
1052,ARO:3008088,CMH-13,CMH-13,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-13,AFI56422.1,JQ673557.1
1053,ARO:3008089,CMH-14,CMH-14,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-14,AFI56422.1,JQ673557.1
1054,ARO:3008090,CMH-15,CMH-15,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-15,AFI56422.1,JQ673557.1
1055,ARO:3008091,CMH-16,CMH-16,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-16,AFI56422.1,JQ673557.1
1056,ARO:3008092,CMH-17,CMH-17,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-17,AFI56422.1,JQ673557.1
1057,ARO:3008093,CMH-18,CMH-18,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-18,AFI56422.1,JQ673557.1
1058,ARO:3008094,CMH-19,CMH-19,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-19,AFI56422.1,JQ673557.1
1059,ARO:3006854,CMH-2,CMH-2,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-2,AFI56422.1,JQ673557.1
1060,ARO:3008095,CMH-20,CMH-20,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-20,AFI56422.1,JQ673557.1
1061,ARO:3008096,CMH-21,CMH-21,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-21,AFI56422.1,JQ673557.1
1062,ARO:3008097,CMH-24,CMH-24,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-24,AFI56422.1,JQ673557.1
1063,ARO:3008098,CMH-25,CMH-25,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-25,AFI56422.1,JQ673557.1
1064,ARO:3008099,CMH-26,CMH-26,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-26,AFI56422.1,JQ673557.1
1065,ARO:3008100,CMH-27,CMH-27,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-27,AFI56422.1,JQ673557.1
1066,ARO:3008101,CMH-28,CMH-28,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-28,AFI56422.1,JQ673557.1
1067,ARO:3008102,CMH-29,CMH-29,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-29,AFI56422.1,JQ673557.1
1068,ARO:3006855,CMH-3,CMH-3,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-3,AFI56422.1,JQ673557.1
1069,ARO:3008103,CMH-30,CMH-30,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-30,AFI56422.1,JQ673557.1
1070,ARO:3008104,CMH-31,CMH-31,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-31,AFI56422.1,JQ673557.1
1071,ARO:3008105,CMH-32,CMH-32,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-32,AFI56422.1,JQ673557.1
1072,ARO:3008106,CMH-33,CMH-33,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-33,AFI56422.1,JQ673557.1
1073,ARO:3008107,CMH-34,CMH-34,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-34,AFI56422.1,JQ673557.1
1074,ARO:3006856,CMH-4,CMH-4,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-4,AFI56422.1,JQ673557.1
1075,ARO:3006857,CMH-5,CMH-5,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-5,AFI56422.1,JQ673557.1
1076,ARO:3006858,CMH-6,CMH-6,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-6,AFI56422.1,JQ673557.1
1077,ARO:3008108,CMH-7,CMH-7,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-7,AFI56422.1,JQ673557.1
1078,ARO:3008109,CMH-8,CMH-8,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-8,AFI56422.1,JQ673557.1
1079,ARO:3008110,CMH-9,CMH-9,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-9,AFI56422.1,JQ673557.1
1080,ARO:3002693,cmlA1,cmlA1,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlA1,AMD83542.1,KT852971.1
1081,ARO:3002694,cmlA4,cmlA4,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlA4,AMD83542.1,KT852971.1
1082,ARO:3002695,cmlA5,cmlA5,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlA5,AMD83542.1,KT852971.1
1083,ARO:3002696,cmlA6,cmlA6,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlA6,AMD83542.1,KT852971.1
1084,ARO:3004665,cmlA8,cmlA8,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlA8,AMD83542.1,KT852971.1
1085,ARO:3005043,cmlA9,cmlA9,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlA9,AMD83542.1,KT852971.1
1086,ARO:3002698,cmlB,cmlB,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlB,AMD83542.1,KT852971.1
1087,ARO:3002699,cmlB1,cmlB1,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlB1,AMD83542.1,KT852971.1
1088,ARO:3002700,cmlv,cmlv,chloramphenicol phosphotransferase,phenicol antibiotic,antibiotic inactivation,cmlv,AAB36568.1,U09991.1
1089,ARO:3002702,cmrA,cmrA,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmrA,AMD83542.1,KT852971.1
1090,ARO:3002703,cmx,cmx,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmx,AMD83542.1,KT852971.1
1091,ARO:3002012,CMY-1,CMY-1,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-1,BAC76072.1,AB107899.1
1092,ARO:3002021,CMY-10,CMY-10,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-10,BAC76072.1,AB107899.1
1093,ARO:3002112,CMY-100,CMY-100,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-100,BAC76072.1,AB107899.1
1094,ARO:3002113,CMY-101,CMY-101,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-101,BAC76072.1,AB107899.1
1095,ARO:3002114,CMY-102,CMY-102,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-102,BAC76072.1,AB107899.1
1096,ARO:3002115,CMY-103,CMY-103,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-103,BAC76072.1,AB107899.1
1097,ARO:3002116,CMY-104,CMY-104,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-104,BAC76072.1,AB107899.1
1098,ARO:3002117,CMY-105,CMY-105,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-105,BAC76072.1,AB107899.1
1099,ARO:3002118,CMY-106,CMY-106,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-106,BAC76072.1,AB107899.1
1100,ARO:3002119,CMY-107,CMY-107,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-107,BAC76072.1,AB107899.1
1101,ARO:3002120,CMY-108,CMY-108,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-108,BAC76072.1,AB107899.1
1102,ARO:3002121,CMY-109,CMY-109,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-109,BAC76072.1,AB107899.1
1103,ARO:3002022,CMY-11,CMY-11,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-11,BAC76072.1,AB107899.1
